[2025-03-27 15:49:46] Email script manager started.
[2025-03-27 15:50:46] Error: /home/ec2-user/Stock-Scanner-Project/Volume/2/5_volume_email.py not found!
[2025-03-27 15:50:46] Error: /home/ec2-user/Stock-Scanner-Project/Volume/3_volume_email.py not found!
[2025-03-27 15:50:46] Error: /home/ec2-user/Stock-Scanner-Project/Volume/5_volume_email.py not found!
[2025-03-27 15:50:46] Error: /home/ec2-user/Stock-Scanner-Project/Email_filter.py not found!
[2025-03-27 15:51:46] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/50_DVSA_email.py not found!
[2025-03-27 15:51:46] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/100_DVSA_email.py not found!
[2025-03-27 15:51:46] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/150_DVSA_email.py not found!
[2025-03-27 15:51:46] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/10_mc_de_email.py not found!
[2025-03-27 15:51:46] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/10_mc_in_email.py not found!
[2025-03-27 15:51:46] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/20_mc_de_email.py not found!
[2025-03-27 15:51:46] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/20_mc_in_email.py not found!
[2025-03-27 15:51:46] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/30_mc_de_email.py not found!
[2025-03-27 15:51:46] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/30_mc_in_email.py not found!
[2025-03-27 15:51:46] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/10_pe_de_email.py not found!
[2025-03-27 15:51:46] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/10_pe_in_email.py not found!
[2025-03-27 15:51:46] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/20_pe_de_email.py not found!
[2025-03-27 15:51:46] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/20_pe_in_email.py not found!
[2025-03-27 15:51:46] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/30_pe_de_email.py not found!
[2025-03-27 15:51:46] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/30_pe_in_email.py not found!
[2025-03-27 15:51:46] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/10_price_de_email.py not found!
[2025-03-27 15:51:46] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/15_Price_de_email.py not found!
[2025-03-27 15:51:46] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/20_price_de_email.py not found!
[2025-03-27 15:51:46] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/20_price_in_email.py not found!
[2025-03-27 15:51:46] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/50_price_in_email.py not found!
[2025-03-27 15:51:46] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/75_price_in_email.py not found!
[2025-03-27 15:51:46] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/125_volume_email.py not found!
[2025-03-27 15:51:46] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/25_volume_email.py not found!
[2025-03-27 15:51:46] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/5_volume_email.py not found!
[2025-03-27 15:51:46] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/75_volume_email.py not found!
[2025-03-27 15:51:47] Error: /home/ec2-user/Stock-Scanner-Project/Volume/2_volume_email.py not found!
[2025-03-27 15:51:47] Error: /home/ec2-user/Stock-Scanner-Project/Volume/2/5_volume_email.py not found!
[2025-03-27 15:51:47] Error: /home/ec2-user/Stock-Scanner-Project/Volume/3_volume_email.py not found!
[2025-03-27 15:51:47] Error: /home/ec2-user/Stock-Scanner-Project/Volume/5_volume_email.py not found!
[2025-03-27 15:51:47] Error: /home/ec2-user/Stock-Scanner-Project/Email_filter.py not found!
[2025-03-27 15:52:47] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/50_DVSA_email.py not found!
[2025-03-27 15:52:47] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/100_DVSA_email.py not found!
[2025-03-27 15:52:47] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/150_DVSA_email.py not found!
[2025-03-27 15:52:47] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/10_mc_de_email.py not found!
[2025-03-27 15:52:47] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/10_mc_in_email.py not found!
[2025-03-27 15:52:47] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/20_mc_de_email.py not found!
[2025-03-27 15:52:47] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/20_mc_in_email.py not found!
[2025-03-27 15:52:47] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/30_mc_de_email.py not found!
[2025-03-27 15:52:47] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/30_mc_in_email.py not found!
[2025-03-27 15:52:47] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/10_pe_de_email.py not found!
[2025-03-27 15:52:47] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/10_pe_in_email.py not found!
[2025-03-27 15:52:47] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/20_pe_de_email.py not found!
[2025-03-27 15:52:47] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/20_pe_in_email.py not found!
[2025-03-27 15:52:47] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/30_pe_de_email.py not found!
[2025-03-27 15:52:47] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/30_pe_in_email.py not found!
[2025-03-27 15:52:47] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/10_price_de_email.py not found!
[2025-03-27 15:52:47] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/15_Price_de_email.py not found!
[2025-03-27 15:52:47] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/20_price_de_email.py not found!
[2025-03-27 15:52:47] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/20_price_in_email.py not found!
[2025-03-27 15:52:47] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/50_price_in_email.py not found!
[2025-03-27 15:52:47] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/75_price_in_email.py not found!
[2025-03-27 15:52:47] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/125_volume_email.py not found!
[2025-03-27 15:52:47] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/25_volume_email.py not found!
[2025-03-27 15:52:47] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/5_volume_email.py not found!
[2025-03-27 15:52:47] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/75_volume_email.py not found!
[2025-03-27 15:52:47] Error: /home/ec2-user/Stock-Scanner-Project/Volume/2_volume_email.py not found!
[2025-03-27 15:52:47] Error: /home/ec2-user/Stock-Scanner-Project/Volume/2/5_volume_email.py not found!
[2025-03-27 15:52:47] Error: /home/ec2-user/Stock-Scanner-Project/Volume/3_volume_email.py not found!
[2025-03-27 15:52:47] Error: /home/ec2-user/Stock-Scanner-Project/Volume/5_volume_email.py not found!
[2025-03-27 15:52:47] Error: /home/ec2-user/Stock-Scanner-Project/Email_filter.py not found!
[2025-03-27 15:53:47] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/50_DVSA_email.py not found!
[2025-03-27 15:53:47] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/100_DVSA_email.py not found!
[2025-03-27 15:53:47] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/150_DVSA_email.py not found!
[2025-03-27 15:53:47] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/10_mc_de_email.py not found!
[2025-03-27 15:53:47] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/10_mc_in_email.py not found!
[2025-03-27 15:53:47] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/20_mc_de_email.py not found!
[2025-03-27 15:53:47] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/20_mc_in_email.py not found!
[2025-03-27 15:53:47] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/30_mc_de_email.py not found!
[2025-03-27 15:53:47] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/30_mc_in_email.py not found!
[2025-03-27 15:53:47] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/10_pe_de_email.py not found!
[2025-03-27 15:53:47] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/10_pe_in_email.py not found!
[2025-03-27 15:53:47] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/20_pe_de_email.py not found!
[2025-03-27 15:53:47] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/20_pe_in_email.py not found!
[2025-03-27 15:53:47] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/30_pe_de_email.py not found!
[2025-03-27 15:53:47] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/30_pe_in_email.py not found!
[2025-03-27 15:53:47] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/10_price_de_email.py not found!
[2025-03-27 15:53:47] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/15_Price_de_email.py not found!
[2025-03-27 15:53:47] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/20_price_de_email.py not found!
[2025-03-27 15:53:47] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/20_price_in_email.py not found!
[2025-03-27 15:53:47] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/50_price_in_email.py not found!
[2025-03-27 15:53:47] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/75_price_in_email.py not found!
[2025-03-27 15:53:47] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/125_volume_email.py not found!
[2025-03-27 15:53:47] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/25_volume_email.py not found!
[2025-03-27 15:53:47] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/5_volume_email.py not found!
[2025-03-27 15:53:47] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/75_volume_email.py not found!
[2025-03-27 15:53:47] Error: /home/ec2-user/Stock-Scanner-Project/Volume/2_volume_email.py not found!
[2025-03-27 15:53:47] Error: /home/ec2-user/Stock-Scanner-Project/Volume/2/5_volume_email.py not found!
[2025-03-27 15:53:47] Error: /home/ec2-user/Stock-Scanner-Project/Volume/3_volume_email.py not found!
[2025-03-27 15:53:47] Error: /home/ec2-user/Stock-Scanner-Project/Volume/5_volume_email.py not found!
[2025-03-27 15:53:47] Error: /home/ec2-user/Stock-Scanner-Project/Email_filter.py not found!
[2025-03-27 15:54:47] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/50_DVSA_email.py not found!
[2025-03-27 15:54:47] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/100_DVSA_email.py not found!
[2025-03-27 15:54:47] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/150_DVSA_email.py not found!
[2025-03-27 15:54:47] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/10_mc_de_email.py not found!
[2025-03-27 15:54:47] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/10_mc_in_email.py not found!
[2025-03-27 15:54:47] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/20_mc_de_email.py not found!
[2025-03-27 15:54:47] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/20_mc_in_email.py not found!
[2025-03-27 15:54:47] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/30_mc_de_email.py not found!
[2025-03-27 15:54:47] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/30_mc_in_email.py not found!
[2025-03-27 15:54:47] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/10_pe_de_email.py not found!
[2025-03-27 15:54:47] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/10_pe_in_email.py not found!
[2025-03-27 15:54:47] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/20_pe_de_email.py not found!
[2025-03-27 15:54:47] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/20_pe_in_email.py not found!
[2025-03-27 15:54:47] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/30_pe_de_email.py not found!
[2025-03-27 15:54:47] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/30_pe_in_email.py not found!
[2025-03-27 15:54:47] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/10_price_de_email.py not found!
[2025-03-27 15:54:47] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/15_Price_de_email.py not found!
[2025-03-27 15:54:47] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/20_price_de_email.py not found!
[2025-03-27 15:54:47] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/20_price_in_email.py not found!
[2025-03-27 15:54:47] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/50_price_in_email.py not found!
[2025-03-27 15:54:47] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/75_price_in_email.py not found!
[2025-03-27 15:54:47] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/125_volume_email.py not found!
[2025-03-27 15:54:47] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/25_volume_email.py not found!
[2025-03-27 15:54:47] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/5_volume_email.py not found!
[2025-03-27 15:54:47] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/75_volume_email.py not found!
[2025-03-27 15:54:47] Error: /home/ec2-user/Stock-Scanner-Project/Volume/2_volume_email.py not found!
[2025-03-27 15:54:47] Error: /home/ec2-user/Stock-Scanner-Project/Volume/2/5_volume_email.py not found!
[2025-03-27 15:54:47] Error: /home/ec2-user/Stock-Scanner-Project/Volume/3_volume_email.py not found!
[2025-03-27 15:54:47] Error: /home/ec2-user/Stock-Scanner-Project/Volume/5_volume_email.py not found!
[2025-03-27 15:54:47] Error: /home/ec2-user/Stock-Scanner-Project/Email_filter.py not found!
[2025-03-27 15:55:47] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/50_DVSA_email.py not found!
[2025-03-27 15:55:47] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/100_DVSA_email.py not found!
[2025-03-27 15:55:47] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/150_DVSA_email.py not found!
[2025-03-27 15:55:47] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/10_mc_de_email.py not found!
[2025-03-27 15:55:47] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/10_mc_in_email.py not found!
[2025-03-27 15:55:47] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/20_mc_de_email.py not found!
[2025-03-27 15:55:47] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/20_mc_in_email.py not found!
[2025-03-27 15:55:47] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/30_mc_de_email.py not found!
[2025-03-27 15:55:47] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/30_mc_in_email.py not found!
[2025-03-27 15:55:47] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/10_pe_de_email.py not found!
[2025-03-27 15:55:47] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/10_pe_in_email.py not found!
[2025-03-27 15:55:47] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/20_pe_de_email.py not found!
[2025-03-27 15:55:47] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/20_pe_in_email.py not found!
[2025-03-27 15:55:47] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/30_pe_de_email.py not found!
[2025-03-27 15:55:47] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/30_pe_in_email.py not found!
[2025-03-27 15:55:47] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/10_price_de_email.py not found!
[2025-03-27 15:55:47] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/15_Price_de_email.py not found!
[2025-03-27 15:55:47] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/20_price_de_email.py not found!
[2025-03-27 15:55:47] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/20_price_in_email.py not found!
[2025-03-27 15:55:47] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/50_price_in_email.py not found!
[2025-03-27 15:55:47] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/75_price_in_email.py not found!
[2025-03-27 15:55:47] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/125_volume_email.py not found!
[2025-03-27 15:55:47] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/25_volume_email.py not found!
[2025-03-27 15:55:47] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/5_volume_email.py not found!
[2025-03-27 15:55:48] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/75_volume_email.py not found!
[2025-03-27 15:55:48] Error: /home/ec2-user/Stock-Scanner-Project/Volume/2_volume_email.py not found!
[2025-03-27 15:55:48] Error: /home/ec2-user/Stock-Scanner-Project/Volume/2/5_volume_email.py not found!
[2025-03-27 15:55:48] Error: /home/ec2-user/Stock-Scanner-Project/Volume/3_volume_email.py not found!
[2025-03-27 15:55:48] Error: /home/ec2-user/Stock-Scanner-Project/Volume/5_volume_email.py not found!
[2025-03-27 15:55:48] Error: /home/ec2-user/Stock-Scanner-Project/Email_filter.py not found!
[2025-03-27 15:56:48] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/50_DVSA_email.py not found!
[2025-03-27 15:56:48] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/100_DVSA_email.py not found!
[2025-03-27 15:56:48] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/150_DVSA_email.py not found!
[2025-03-27 15:56:48] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/10_mc_de_email.py not found!
[2025-03-27 15:56:48] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/10_mc_in_email.py not found!
[2025-03-27 15:56:48] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/20_mc_de_email.py not found!
[2025-03-27 15:56:48] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/20_mc_in_email.py not found!
[2025-03-27 15:56:48] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/30_mc_de_email.py not found!
[2025-03-27 15:56:48] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/30_mc_in_email.py not found!
[2025-03-27 15:56:48] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/10_pe_de_email.py not found!
[2025-03-27 15:56:48] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/10_pe_in_email.py not found!
[2025-03-27 15:56:48] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/20_pe_de_email.py not found!
[2025-03-27 15:56:48] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/20_pe_in_email.py not found!
[2025-03-27 15:56:48] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/30_pe_de_email.py not found!
[2025-03-27 15:56:48] Error: /home/ec2-user/Stock-Scanner-Project/PE_Change/30_pe_in_email.py not found!
[2025-03-27 15:56:48] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/10_price_de_email.py not found!
[2025-03-27 15:56:48] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/15_Price_de_email.py not found!
[2025-03-27 15:56:48] Error: /home/ec2-user/Stock-Scanner-Project/Price_de/20_price_de_email.py not found!
[2025-03-27 15:56:48] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/20_price_in_email.py not found!
[2025-03-27 15:56:48] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/50_price_in_email.py not found!
[2025-03-27 15:56:48] Error: /home/ec2-user/Stock-Scanner-Project/Price_in/75_price_in_email.py not found!
[2025-03-27 15:56:48] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/125_volume_email.py not found!
[2025-03-27 15:56:48] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/25_volume_email.py not found!
[2025-03-27 15:56:48] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/5_volume_email.py not found!
[2025-03-27 15:56:48] Error: /home/ec2-user/Stock-Scanner-Project/Volume/1/75_volume_email.py not found!
[2025-03-27 15:56:48] Error: /home/ec2-user/Stock-Scanner-Project/Volume/2_volume_email.py not found!
[2025-03-27 15:56:48] Error: /home/ec2-user/Stock-Scanner-Project/Volume/2/5_volume_email.py not found!
[2025-03-27 15:56:48] Error: /home/ec2-user/Stock-Scanner-Project/Volume/3_volume_email.py not found!
[2025-03-27 15:56:48] Error: /home/ec2-user/Stock-Scanner-Project/Volume/5_volume_email.py not found!
[2025-03-27 15:56:48] Error: /home/ec2-user/Stock-Scanner-Project/Email_filter.py not found!
[2025-03-27 15:57:48] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/50_DVSA_email.py not found!
[2025-03-27 15:57:48] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/100_DVSA_email.py not found!
[2025-03-27 15:57:48] Error: /home/ec2-user/Stock-Scanner-Project/DVSA/150_DVSA_email.py not found!
[2025-03-27 15:57:48] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/10_mc_de_email.py not found!
[2025-03-27 15:57:48] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/10_mc_in_email.py not found!
[2025-03-27 15:57:48] Error: /home/ec2-user/Stock-Scanner-Project/MC_Change/20_mc_de_email.py not found!
